,Unnamed: 0,district,Event,circle,policeStation,source,eventType,eventSubType,time,lat,long
3276,3279,LUCKNOW,P16052118985,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-16 23:15:54,26.879,81.053
3277,3280,LUCKNOW,P16052119119,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-16 23:24:20,26.878,81.043
3289,3292,LUCKNOW,P17052109037,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-17 14:42:38,26.882,81.02
3290,3293,LUCKNOW,P17052109327,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-17 14:58:14,26.853,81.034
3295,3298,LUCKNOW,P17052112121,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-17 17:31:37,26.886,81.072
3301,3304,LUCKNOW,P17052115246,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-17 20:00:12,26.878,81.055
3306,3309,LUCKNOW,P17052119786,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-17 23:04:26,26.896,81.015
3319,3322,LUCKNOW,P18052109622,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-18 16:35:13,26.896,81.023
3329,3332,LUCKNOW,P18052115170,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-18 21:07:56,26.854,81.034
3334,3337,LUCKNOW,P18052117234,C2,PS3,PHONE,Domestic Violence,House Arrest,2021-05-18 22:34:53,26.908,81.051
3342,3345,LUCKNOW,P19052107091,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-19 14:42:21,26.882,81.05
3345,3348,LUCKNOW,P19052111803,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-19 19:54:28,26.897,81.011
3353,3356,LUCKNOW,P19052113211,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-19 21:23:37,26.87,81.036
3361,3364,LUCKNOW,P19052114109,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-19 22:20:43,26.877,81.035
3362,3365,LUCKNOW,P19052114212,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-19 22:28:18,26.876,81.059
3389,3392,LUCKNOW,P20052113462,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-20 22:41:34,26.89,81.038
3390,3393,LUCKNOW,P20052113495,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-20 22:44:03,26.888,81.039
3391,3394,LUCKNOW,P20052113610,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-20 22:52:53,26.89,81.038
3396,3399,LUCKNOW,P21052105412,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-21 13:16:39,26.847,81.064
3398,3401,LUCKNOW,P21052105848,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-21 13:54:19,26.876,81.027
3401,3404,LUCKNOW,P21052107169,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-21 15:43:43,26.89,81.065
3411,3414,LUCKNOW,P21052111840,C2,PS3,PHONE,Domestic Violence,Other Kind Torturing To Senior Citizen,2021-05-21 20:39:46,26.877,81.035
3414,3417,LUCKNOW,P21052112841,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-21 21:25:54,26.885,81.037
3416,3419,LUCKNOW,P21052113130,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-21 21:39:57,26.898,81.046
3420,3423,LUCKNOW,P21052114523,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-21 22:46:01,26.886,81.061
3427,3430,LUCKNOW,P21052115571,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-21 23:52:05,26.884,81.008
3431,3434,LUCKNOW,P22052107345,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-22 13:59:16,26.897,81.048
3435,3438,LUCKNOW,P22052108857,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-22 15:56:02,26.897,81.067
3439,3442,LUCKNOW,P22052116059,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-22 22:32:33,26.847,81.063
3442,3445,LUCKNOW,P23052100982,C2,PS3,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,2021-05-23 02:29:04,26.89,81.009
3453,3456,LUCKNOW,P23052113477,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-23 20:34:39,26.896,81.087
3458,3461,LUCKNOW,P24052100077,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-24 00:07:01,26.888,81.009
3459,3462,LUCKNOW,P24052100256,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-24 00:22:06,26.851,81.035
3473,3476,LUCKNOW,P24052117927,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-24 23:40:14,26.876,81.054
3474,3477,LUCKNOW,P25052101037,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-25 01:33:39,26.893,81.047
3483,3486,LUCKNOW,P25052106947,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,2021-05-25 12:17:12,26.881,81.04
3498,3501,LUCKNOW,P25052113037,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-25 18:49:07,26.873,81.085
3506,3509,LUCKNOW,P25052118859,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-25 23:02:21,26.876,81.013
3508,3511,LUCKNOW,P26052100804,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-05-26 01:44:54,26.867,81.034
3520,3523,LUCKNOW,P26052109969,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-26 15:46:18,26.852,81.031
3526,3529,LUCKNOW,P26052115123,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-26 20:36:39,26.906,81.023
3532,3535,LUCKNOW,P26052119236,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-26 23:10:42,26.883,81.02
3544,3547,LUCKNOW,P27052108891,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-27 15:02:06,26.891,81.059
3547,3550,LUCKNOW,P27052109552,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-27 15:50:13,26.877,81.037
3549,3552,LUCKNOW,P27052111564,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-27 18:13:17,26.835,81.068
3557,3560,LUCKNOW,P27052114889,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-27 21:15:25,26.923,81.059
3561,3564,LUCKNOW,P27052116425,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-27 22:31:12,26.847,81.063
3562,3565,LUCKNOW,P27052116912,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-27 22:56:24,26.851,81.033
3565,3568,LUCKNOW,P27052117566,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-27 23:45:08,26.851,81.033
3577,3580,LUCKNOW,P29052102858,C2,PS3,PHONE,Domestic Violence,Family Members Beat Wife,2021-05-29 08:59:12,26.877,81.035
3591,3594,LUCKNOW,P29052114628,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-29 21:15:59,26.92,81.041
3594,3597,LUCKNOW,P30052100738,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-30 01:31:40,26.878,81.002
3595,3598,LUCKNOW,P30052102557,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-30 07:57:14,26.898,81.014
3597,3600,LUCKNOW,P30052104426,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-30 10:00:24,26.847,81.063
3598,3601,LUCKNOW,P30052106600,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,2021-05-30 12:12:41,26.878,81.019
3602,3605,LUCKNOW,P30052112242,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-30 18:24:29,26.884,81.059
3617,3620,LUCKNOW,P31052106021,C2,PS3,PHONE,Domestic Violence,Expelling Senior Citizen From House,2021-05-31 11:30:42,26.885,81.016
3630,3633,LUCKNOW,P31052112589,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-31 18:53:34,26.91,81.035
3631,3634,LUCKNOW,P31052112870,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-31 19:08:30,26.879,81.017
3635,3638,LUCKNOW,P31052117044,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-31 22:16:26,26.861,81.045
3638,3641,LUCKNOW,P31052117610,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-31 22:44:55,26.883,81.057
3646,3649,LUCKNOW,P01062104729,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-01 11:09:31,26.887,81.016
3652,3655,LUCKNOW,P01062110164,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-01 17:26:25,26.883,81.057
3671,3674,LUCKNOW,P02062108091,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-02 14:21:51,26.846,81.065
3674,3677,LUCKNOW,P02062109687,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-02 16:14:42,26.851,81.066
3680,3683,LUCKNOW,P02062112359,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-02 18:50:26,26.877,81.035
3694,3697,LUCKNOW,P02062117728,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-02 22:26:47,26.881,81.018
3695,3698,LUCKNOW,P02062118054,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-02 22:38:52,26.886,81.061
3698,3701,LUCKNOW,P02062118795,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-02 23:14:54,26.905,81.038
3700,3703,LUCKNOW,P03062100134,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-03 00:12:02,26.873,81.003
3719,3722,LUCKNOW,P03062113683,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-03 19:21:17,26.881,81.035
3721,3724,LUCKNOW,P03062119221,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-03 23:19:58,26.878,81.001
3724,3727,LUCKNOW,P04062105247,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-04 10:08:46,26.892,81.049
3726,3729,LUCKNOW,P04062107661,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-04 12:42:57,26.914,81.06
3746,3749,LUCKNOW,P04062118574,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-04 22:37:00,26.876,81.024
3749,3752,LUCKNOW,P05062100056,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-05 00:04:48,26.905,81.038
3761,3764,LUCKNOW,P05062116310,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-05 20:54:11,26.881,81.04
3763,3766,LUCKNOW,P05062116719,C2,PS3,PHONE,Domestic Violence,Expelling Kids From Home,2021-06-05 21:09:54,26.885,81.015
3773,3776,LUCKNOW,P06062100599,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-06 00:52:06,26.894,81.052
3774,3777,LUCKNOW,P06062100786,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-06 01:11:00,26.893,81.016
3780,3783,LUCKNOW,P06062104702,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-06 09:22:39,26.885,81.037
3793,3796,LUCKNOW,P06062117199,C2,PS3,PHONE,Domestic Violence,Senior Citizen Abuse,2021-06-06 20:39:14,26.92,81.047
3800,3803,LUCKNOW,P06062121121,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-06 23:00:46,26.885,81.036
3816,3819,LUCKNOW,P07062117982,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-07 21:45:09,26.874,81.019
3830,3833,LUCKNOW,P08062106747,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-08 11:16:56,26.883,81.079
3832,3835,LUCKNOW,P08062107710,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-08 12:18:52,26.897,81.012
3836,3839,LUCKNOW,P08062110465,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-08 15:20:29,26.874,81.041
3840,3843,LUCKNOW,P08062115415,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-08 19:51:53,26.901,81.058
3845,3848,LUCKNOW,P08062119285,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-08 22:12:11,26.864,81.046
3851,3854,LUCKNOW,P09062100513,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-09 00:55:51,26.877,81.035
3870,3873,LUCKNOW,P09062115721,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-09 20:33:46,26.89,81.064
3877,3880,LUCKNOW,P10062100141,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-10 00:13:38,26.885,81.015
3902,3905,LUCKNOW,P10062116819,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-10 21:22:33,26.874,81.026
3909,3912,LUCKNOW,P10062119933,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-10 23:59:48,26.896,81.089
3922,3925,LUCKNOW,P11062110317,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-11 16:06:02,26.892,81.043
3923,3926,LUCKNOW,P11062110451,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-11 16:14:26,26.886,81.035
3924,3927,LUCKNOW,P11062113580,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-11 19:15:04,26.881,81.045
3941,3944,LUCKNOW,P12062100383,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-12 00:34:43,26.898,81.055
3958,3961,LUCKNOW,P12062110580,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-12 14:58:13,26.916,81.048
3965,3968,LUCKNOW,P12062113763,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-12 18:13:50,26.877,81.036
3974,3977,LUCKNOW,P12062120415,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-12 23:37:12,26.851,81.035
3976,3979,LUCKNOW,P13062100016,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-13 00:01:39,26.88,81.006
3982,3985,LUCKNOW,P13062104391,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-13 09:52:55,26.881,81.049
3991,3994,LUCKNOW,P13062113754,C2,PS3,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,2021-06-13 19:49:27,26.896,81.023
3997,4000,LUCKNOW,P13062117571,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-13 22:44:10,26.92,81.04
3998,4001,LUCKNOW,P13062117928,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-13 23:03:24,26.922,81.05
3999,4002,LUCKNOW,P13062118099,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-13 23:14:27,26.847,81.063
4000,4003,LUCKNOW,P13062118141,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-13 23:17:05,26.874,81.028
4010,4013,LUCKNOW,P14062105945,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-14 12:14:24,26.891,81.069
4027,4030,LUCKNOW,P14062115163,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-14 22:21:00,26.885,81.034
4035,4038,LUCKNOW,P15062106805,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,2021-06-15 14:24:05,26.907,81.059
4041,4044,LUCKNOW,P15062113100,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-15 21:55:44,26.899,81.087
4043,4046,LUCKNOW,P15062113256,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,2021-06-15 22:03:35,26.885,81.015
4045,4048,LUCKNOW,P15062113993,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-15 22:44:44,26.885,81.017
4046,4049,LUCKNOW,P15062114023,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-15 22:46:15,26.887,81.016
4059,4062,LUCKNOW,P16062108770,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-16 16:37:03,26.882,81.006
4085,4088,LUCKNOW,P17062114342,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-17 23:05:16,26.875,81.055
4088,4091,LUCKNOW,P18062104859,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-18 11:52:43,26.828,80.871
4092,4095,LUCKNOW,P18062111688,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-18 21:02:21,26.894,81.015
4094,4097,LUCKNOW,P18062114165,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-18 23:17:56,26.88,81.039
4098,4101,LUCKNOW,P19062100962,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,2021-06-19 04:40:27,26.905,81.038
4123,4126,LUCKNOW,P20062107641,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,2021-06-20 15:26:45,26.882,81.017
4125,4128,LUCKNOW,P20062108159,C2,PS3,PHONE,Domestic Violence,Husband Relatives To Beat Wife,2021-06-20 16:06:49,26.85,81.091
4126,4129,LUCKNOW,P20062109587,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-20 17:55:10,26.885,81.003
4134,4137,LUCKNOW,P20062113477,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-20 21:35:54,26.885,81.015
4154,4157,LUCKNOW,P21062114817,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-21 22:24:42,26.855,81.055
4167,4170,LUCKNOW,P22062109574,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-22 17:26:44,26.857,81.045
4170,4173,LUCKNOW,P22062113088,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-22 21:11:42,26.897,81.018
4171,4174,LUCKNOW,P22062114094,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-22 21:55:32,26.857,81.041
4182,4185,LUCKNOW,P23062110729,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-23 18:46:42,26.924,81.063
4190,4193,LUCKNOW,P23062115889,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-23 23:14:18,26.893,81.051
4191,4194,LUCKNOW,P23062116027,C2,PS3,PHONE,Domestic Violence,Beat Children By Familymembers,2021-06-23 23:23:34,26.876,81.055
4206,4209,LUCKNOW,P24062112310,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-24 20:36:27,26.89,81.057
4207,4210,LUCKNOW,P24062113217,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-24 21:21:06,26.893,81.069
4209,4212,LUCKNOW,P24062115506,C2,PS3,PHONE,Domestic Violence,Husband Relatives To Beat Wife,2021-06-24 23:16:32,26.876,81.008
4211,4214,LUCKNOW,P24062116062,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-24 23:53:23,26.846,81.065
4213,4216,LUCKNOW,P25062100536,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-25 01:06:36,26.846,81.065
4216,4219,LUCKNOW,P25062102662,C2,PS3,PHONE,Domestic Violence,Husband Relatives To Beat Wife,2021-06-25 08:18:39,26.882,81.008
4237,4240,LUCKNOW,P25062116721,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-25 23:24:38,26.885,81.016
4242,4245,LUCKNOW,P26062103555,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-26 09:31:01,26.874,81.018
4244,4247,LUCKNOW,P26062104030,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-26 10:02:41,26.885,81.015
4247,4250,LUCKNOW,P26062106227,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-26 12:28:57,26.875,81.056
4261,4264,LUCKNOW,P26062114703,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-26 21:29:45,26.885,81.015
4266,4269,LUCKNOW,P27062100536,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-27 01:10:28,26.858,81.037
4271,4274,LUCKNOW,P27062104844,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-27 10:35:07,26.876,81.036
4272,4275,LUCKNOW,P27062104993,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,2021-06-27 10:43:10,26.876,81.036
4287,4290,LUCKNOW,P27062116590,C2,PS3,PHONE,Domestic Violence,Expelling Senior Citizen From House,2021-06-27 22:15:46,26.876,81.055
4288,4291,LUCKNOW,P27062116701,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-27 22:19:56,26.921,81.034
4297,4300,LUCKNOW,P28062100018,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,2021-06-28 00:01:33,26.846,81.067
4306,4309,LUCKNOW,P28062109337,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-28 16:28:14,26.892,81.011
4314,4317,LUCKNOW,P28062116218,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,2021-06-28 22:45:54,26.878,81.003
4315,4318,LUCKNOW,P28062116305,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,2021-06-28 22:49:53,26.876,81.013
4317,4320,LUCKNOW,P28062117294,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-28 23:45:51,26.873,81.038
4323,4326,LUCKNOW,P29062106600,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,2021-06-29 12:32:43,26.895,81.038
4325,4328,LUCKNOW,P29062108397,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-29 14:51:46,26.854,81.04
4330,4333,LUCKNOW,P29062111184,C2,PS3,PHONE,Domestic Violence,Other Kind Torturing To Senior Citizen,2021-06-29 18:15:39,26.847,81.067
4336,4339,LUCKNOW,P29062113241,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-29 20:22:36,26.865,81.038
4339,4342,LUCKNOW,P29062114170,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-29 21:06:22,26.868,81.045
4341,4344,LUCKNOW,P30062100043,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-30 00:04:30,26.892,81.047
4342,4345,LUCKNOW,P30062100386,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,2021-06-30 00:42:26,26.878,81.018
4344,4347,LUCKNOW,P30062101000,C2,PS3,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,2021-06-30 03:28:12,26.886,81.061
4363,4366,LUCKNOW,P30062114738,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-06-30 21:19:16,26.87,81.036
4378,4381,LUCKNOW,P01042111639,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-01 22:17:00,26.868,81.021
4385,4388,LUCKNOW,P02042100929,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-02 06:39:00,26.867,81.028
4433,4436,LUCKNOW,P05042105617,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-05 14:01:00,26.872,80.999
4455,4458,LUCKNOW,P06042111380,C2,PS4,PHONE,Domestic Violence,Beating Senior Citizen,2021-04-06 22:10:00,26.863,81.018
4472,4475,LUCKNOW,P08042104265,C2,PS4,PHONE,Domestic Violence,Beating Senior Citizen,2021-04-08 12:10:00,26.863,81.02
4502,4505,LUCKNOW,P10042109996,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-10 20:08:00,26.863,81.018
4505,4508,LUCKNOW,P10042111783,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-10 21:56:00,26.864,81.013
4532,4536,LUCKNOW,P12042113241,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-04-12 22:52:00,26.867,81.028
4563,4567,LUCKNOW,P15042115532,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-15 21:51:00,26.863,81.02
4565,4569,LUCKNOW,P15042116806,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-15 22:46:00,26.865,81.012
4568,4572,LUCKNOW,P15042117536,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-15 23:29:00,26.862,81.021
4590,4594,LUCKNOW,P18042100341,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-18 00:37:00,26.869,80.999
4618,4622,LUCKNOW,P20042100057,C2,PS4,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,2021-04-20 00:06:00,26.868,81.006
4655,4659,LUCKNOW,P22042110008,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-04-22 21:17:00,26.861,81.002
4679,4683,LUCKNOW,P25042105700,C2,PS4,PHONE,Domestic Violence,Expelling Senior Citizen From House,2021-04-25 13:09:00,26.86,81.025
4680,4684,LUCKNOW,P25042106723,C2,PS4,PHONE,Domestic Violence,Husband Relatives To Beat Wife,2021-04-25 14:58:00,26.871,81.021
4718,4722,LUCKNOW,P28042110658,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-04-28 18:22:00,26.868,81.006
4741,4745,LUCKNOW,P30042109562,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-04-30 17:52:00,26.872,81.016
4756,4760,LUCKNOW,P05052100009,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-05 00:01:03,26.867,81.03
4764,4768,LUCKNOW,P05052113109,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-05 21:39:15,26.862,81.021
4785,4789,LUCKNOW,P13052106952,C2,PS4,PHONE,Domestic Violence,Husband To Beat Wife,2021-05-13 13:26:38,26.871,81.014
4812,4816,LUCKNOW,P16052108090,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-16 13:49:41,26.86,81.023
4813,4817,LUCKNOW,P16052109068,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-16 14:53:57,26.86,81.003
4823,4827,LUCKNOW,P18052105307,C2,PS4,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,2021-05-18 11:47:54,26.868,81.006
